Nom,person,Notes,"Date ",Heure Australie,Réseau,URL,Créée par,Date de création,Dernière modification,Dernière modification par
"i'm thinking about making my own flag...i know its been very hard actually finding one online, and then i have to buy it online, maybe too risky??",AFP Federal Agent as mohamadmo7,,"August 25, 2015 1:25 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:12 PM","September 13, 2023 12:30 PM",Mona
how have you been brother? wilayahks straight out told me that you two were talking about an ’operation’ in the states? i didnt really know what to say,AFP Federal Agent as mohamadmo7,,"August 25, 2015 1:26 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:13 PM","September 13, 2023 12:30 PM",Mona
"If you must have a flag, then you should make your own, brother. But remember : having a flag in the video isn’t important. What’s important is your words, brother.","AusWitness, GOLD MONA",,"August 25, 2015 1:55 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:14 PM","September 13, 2023 12:30 PM",Mona
"I’ve been fine, akhi. Regarding wilayahks, he wants to carry out jihad on 9/11, so I sent him same instructions on how to make pressure cooker bombs, and I found a place for him to target.","AusWitness, GOLD MONA",,"August 25, 2015 1:56 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:14 PM","September 13, 2023 12:30 PM",Mona
"I want us to carry out our attack before wilayahks carries out his attack, brother. Can you commit to attacking with me before September starts?",AusWitness,,"August 25, 2015 1:56 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:15 PM","September 13, 2023 12:30 PM",Mona
"But, brother, you HAVE to be on here more often. We cannot plan this if  you’re only one once a week
Please try to get on everyday. If you don't want your parents to see, then just get on when they're sleeping.",AusWitness,,"August 25, 2015 1:56 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:16 PM","September 13, 2023 12:30 PM",Mona
"Brother, can you commit to this Saturday? We've been preparing this for months. It’s time for us to finally strike.","AusWitness, GOLD MONA",,"August 25, 2015 4:07 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:16 PM","September 13, 2023 12:30 PM",Mona
"Akhi, I've been talking to wilayahks and he says you seem reluctant. Are you really committed to carrying this out with me, brother? Because it seems like you keep delaying it over and over again. We can't keep waiting, akhi. If we don't carry this out soon, the kuffar will find us. This jihad is the answer to all of our problems, brother. When we carry out this attack, we will be martyrs around the world, and the lslamic State mujahideen will speak of us as heroes. And, once we enter Jannah, all of our problems will cease to exist. We have nothing to lose, brother. Please - I am begging you, akhi - please commit to carrying this out with me either this Saturday or next Saturday.","AusWitness, GOLD MONA",,"August 26, 2015 6:20 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:17 PM","September 13, 2023 12:31 PM",Mona
Please block greenbirddawlah. They are a kafir reporter posing as a mujahid.,AusWitness,,"August 27, 2015 4:02 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:19 PM","September 13, 2023 12:31 PM",Mona
"Also, brother, you HAVE to carry ouy this attack with me before wilayahks carries out his attack on 9/11. Once wilayahks carries out his attack, the kuffar are going to start seriously trying to track
me down since I gave him instructions. You’ve had the gun for months, brother. No more excuses. We carry out the attack either this Saturday or next Saturday.",AusWitness,,"August 27, 2015 4:03 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:20 PM","September 13, 2023 12:31 PM",Mona
"All you have to do is get on Surespot at 9:30 AM on Saturday, tell me you’re ready, and then drive to the synagogue with your gun and your friend, and go inside and kill as many kuffar as possible. Then, I’ll drive down to the Perth synagogue and do the same thing. lt's very simple, brother. You're
making this too complicated.",AusWitness,,"August 27, 2015 4:10 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:21 PM","September 13, 2023 12:31 PM",Mona
"I still have the ricin, but I can’t hold into much longer, akhi.",AusWitness,,"August 27, 2015 8:12 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:23 PM","September 13, 2023 12:31 PM",Mona
"Akhi, it's been four days since l've heard from you. Where are you?",AusWitness,,"August 28, 2015 4:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:24 PM","September 13, 2023 12:31 PM",Mona
"Saturday, September 5 at 9·30 AM is when we strike, brother. Be ready by then. ll's all been leading up to this. This is Allah's (SWT) destiny for us, brother. We will be heroes to mujahideen around the world, and Allah (SWT] will reward us with seals right next to the Prophet (PBUH) in Jannah.","AusWitness, GOLD MONA",,"August 28, 2015 5:00 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:25 PM","September 13, 2023 12:31 PM",Mona
"Brother, it has now been five days since I've heard from you. I'm sorry, but this is not okay. We have to remain in constant contact with each other if we're going to carry this out together, akhi.",AusWitness,,"August 29, 2015 3:43 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:25 PM","September 13, 2023 12:31 PM",Mona
"Saturday, September 5 is the date that this HAS to happen on, brother ! We carry out our attack on September 5 and then, a week later, wilayahks will carry out his attack on September 11.
The kuffar will be paralysed with fear !","AusWitness, GOLD MONA",,"August 29, 2015 3:50 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:27 PM","September 13, 2023 12:31 PM",Mona
"Brother, it has now been six days since I’ve heard from you. Is something wrong?",AusWitness,,"August 30, 2015 2:14 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:28 PM","September 13, 2023 12:31 PM",Mona
"Salaam, akhi…im sorry about the extended reply. My surespot is always having issues for some reason
when I log in, my messages wont appear but then other times i login my full messages are there?? so now it i displaying your messages? i use android. have you had the problem akhi?",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:37 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:29 PM","September 13, 2023 12:32 PM",Mona
maybe i should be using another app or something?? its really frustrating me akhi,AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:38 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:30 PM","September 13, 2023 12:32 PM",Mona
"im happy to keep using surespot though ,its your call",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:38 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:31 PM","September 13, 2023 12:32 PM",Mona
"my melbourne brother has been quite difficult with me lately, he keeps saying that we shouldnt be attacking a synagogue and be more smart about choosing a location so i have been telling him what ur thoughts are",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:39 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:32 PM","September 13, 2023 12:32 PM",Mona
"i know it has been a while brother, but as I keep saying, i know you have helped me a lot with information and targets etc but also want to make my own mark, allah swt willing. I feel the gun and me alone won’t be enough",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:40 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:33 PM","September 13, 2023 12:32 PM",Mona
im still trying to put together a flag etc bu im also relying on my other brother to get involved,AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:42 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 1:36 PM","September 13, 2023 12:32 PM",Mona
"wilahyaks spoke to me on here also… i was a bit nervous to speak to him though because as i said, i dont know who these people are but if u trust him then that’s ok",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:43 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:42 PM","September 13, 2023 12:32 PM",Mona
"green bird dawlah spoke to me to but i think he since deleted me because i stopped replyingg to him
too",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:43 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:46 PM","September 13, 2023 12:32 PM",Mona
do u only speak to wilahyaks on here brother??,AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:43 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:47 PM","September 13, 2023 12:32 PM",Mona
"it sounds like you two are putting together quite a plan, is he ready to go akhi??",AFP Federal Agent as mohamadmo7,,"August 31, 2015 1:44 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:48 PM","September 13, 2023 12:32 PM",Mona
"Akhi, if your Surespot is not working properly, then we need to go back to talking on Twitter.",AusWitness,,"August 31, 2015 2:00 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:49 PM","September 13, 2023 12:32 PM",Mona
"Trust me, brother : you alone with a gun would be more than enough. Just look at what happened in Chattanooga. That was one mujahid with a gun, and he was shooting at soldiers. Just imagine how many unarmed Jewish kuffar you could kill",AusWitness,,"August 31, 2015 2:02 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:50 PM","September 13, 2023 12:32 PM",Mona
"The attack HAS to happen by Saturday, brother. Because wilayahks is going to attack Kansas City on 9/11. Once wilayahks attacks, the kuffar are gonna try harder than ever to track me down.",AusWitness,,"August 31, 2015 2:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:50 PM","September 13, 2023 12:32 PM",Mona
"A synagogue is the perfect place to attack, brother. The Jews are the agents of Shaytan, and they control all Western governments. An attack on Jews would devastate all kuffar governments.",AusWitness,,"August 31, 2015 2:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:50 PM","September 13, 2023 12:32 PM",Mona
"Think about it, akhi : you attack a synagogue in Melbourne, then I maiI the ricin to politicians, then I attack a synagogue in Perth. It will be the biggest attack in Australian history.",AusWitness,,"August 31, 2015 2:07 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:51 PM","September 13, 2023 12:32 PM",Mona
"Please commit to this attack on Saturday, September 5, brother. We won’t get a better opportunity than this.",AusWitness,,"August 31, 2015 2:15 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:51 PM","September 13, 2023 12:32 PM",Mona
"Please, brother - I am begging you - commit to this Saturday. Together, we will carry out the biggest act of Jihad ever seen in Australia. Then, a few days later, wilayahks will carry out his attack
on Kansas City. We have nothing to lose, akhi. This is Allah's (SWT) destiny for us.",AusWitness,,"August 31, 2015 2:39 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:51 PM","September 13, 2023 12:32 PM",Mona
"Brother, please download kik and add me on there. I m AusWitness.",AusWitness,,"August 31, 2015 2:44 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:51 PM","September 13, 2023 12:32 PM",Mona
salaam akhi. again surespot is giving me issues… last night it didnt let me input my password also. i’ll try kik. is that a secure app or a normal chat app?? Ill download it now and have a look. jazaka allahu khairan,AFP Federal Agent as mohamadmo7,,"September 1, 2015 9:45 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:48 PM","September 13, 2023 12:32 PM",Mona
"i sent you a message akhi, but idont know if i like kik… surespot seems to be working ok, inshallah",AFP Federal Agent as mohamadmo7,,"September 1, 2015 10:12 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:00 PM","September 13, 2023 12:32 PM",Mona
"Well, akhi. I need to make sure you receive my messages on time, and Surespot seems to be messing
up for you. Did you enable push notifications on kik so you get notified every time I message you? If not, please do. We have to remain in constant contact, brother.",AusWitness,,"September 1, 2015 4:12 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"Please check your kik messages, brother. kik is secure.",AusWitness,,"September 1, 2015 4:13 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"You gotta commit this Saturday, akhi. This is our last chance. Make your video now, and forget about the black shahada flag, brother.",AusWitness,,"September 1, 2015 4:44 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"Allah (SWT) has given us this perfect opportunity. If we take it, we will be rewarded with seats right next to the Prophet (PBUH) in Jannah.",AusWitness,,"September 1, 2015 4:45 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"No more excuses, akhi. This is Allah's will. Allah's will does not seek excuses.",AusWitness,,"September 1, 2015 4:53 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"Brother, I know you read my messages. I can see you did. Please respond.",AusWitness,,"September 1, 2015 9:17 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"salaam akhi, you need to relax and stop putting so much pressure on me. i did see your kik messages, i dont like kik so im not using it… surespot is more secure so im going to try and use this instead … this is my life akhi, i will make up the time to commit my jihad and the pressure ur putting on me is not healthy",AFP Federal Agent as mohamadmo7,,"September 2, 2015 9:01 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"i know I have the gun, i know I can commit the attack but it needs to be the right time for me akhi",AFP Federal Agent as mohamadmo7,,"September 2, 2015 9:02 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"are you even ready to do this? i never really liked the option of my attacking first then you attacking and mailing ricin, i didnt understand it now because wilyahks is going to attack. ur putting more pressure on me","AFP Federal Agent as mohamadmo7, GOLD MONA",,"September 2, 2015 9:03 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"im trying to do the right things by my parents and pay my dues, the filthy kuffar will have there day, but it needs to be on my time akhi",AFP Federal Agent as mohamadmo7,,"September 2, 2015 9:03 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"I suppose thats also why i have been delaying with messages. i dont feel like ur listening to me, and Just wanting me to do it now ! im not doing it now… i will let you know, im sorry, i know u will
be disappointed. but I also want to do things my way. with the video and sending the message to the west of what they have done to muslims around the world… youe agenda seems different to mine",AFP Federal Agent as mohamadmo7,,"September 2, 2015 9:04 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"i have earnt quite a bit of money in the last few months from work, so I am even thinking of making my zakat to benifet the brothers over in IS, or a muslim that really needs it…",AFP Federal Agent as mohamadmo7,,"September 2, 2015 9:16 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:32 PM",Mona
"Akhi, my Surespot keeps crashing, so I sent you a message on Facebook Please check your Facebook messages.",AusWitness,,"September 2, 2015 11:15 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
The message is very important Please read it.,AusWitness,,"September 3, 2015 1:14 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"Brother, I cannot make this any clearer : if we do not attack VERY soon, we will get caught. Please check your Facebook messages, as I sent you some responses.",AusWitness,,"September 3, 2015 5:31 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 2:57 PM","September 13, 2023 12:32 PM",Mona
"Akhi, other mujahideen are starting to think that I’m a fake and that I just made you up. Your refusal to carry out this attack with me is making me look like a liar.","AusWitness, GOLD MONA",,"September 4, 2015 8:11 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"Jzk for the response, akhi. Check your Facebook messages, as I responded again. September 13 is the day wilayahks attacks, and it’s also the day that the Jewish kuffar are holding Erev Rosh Hashanah services. The synagogues wiII be very crowded. lt's the perfect time to attack.    ","AusWitness, GOLD MONA",,"September 4, 2015 11:25 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"Akhi, I have great news. JihadiUK says he can send you a black shahada flag through parcel, but only if you committ to this September 13. His username is Jihadi on Surespot. He is a very trusted mujahid.",AusWitness,,"September 5, 2015 2:15 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"Please add him, brother. He can send you a black shahada flag which should arrive in a few days. His current Surespot name is Jihadi.",AusWitness,,"September 5, 2015 3:09 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"Akhi,please accept Jihadi’s invite. He can send you a black shahada flag which can arrive before
September 13",AusWitness,,"September 5, 2015 5:15 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"Brother, are you receiving my messages On Surespot?",AusWitness,,"September 6, 2015 11:32 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:33 PM",Mona
"brother, is your surespot all good now? mine seems to be good, i got your messages on facebook. that kehilat nitzan sounds like a good target akhi",AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:08 PM","September 13, 2023 12:34 PM",Mona
"i should be ready, inshallah im speaking with jihad on here to try and get the flag so i record something","AFP Federal Agent as mohamadmo7, GOLD MONA",,"September 7, 2015 3:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"this will be glorious akhi, im excited that you have now organised it with a brother over in the usa. this was the kind of impact I was looking for, may Allah swt reward you when you enter Jannah","AFP Federal Agent as mohamadmo7, GOLD MONA",,"September 7, 2015 3:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
Is wilyahks also attacking a jewish synagogue??,AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:07 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"i hope, inshallah, i can get the flag, imagine I had that when we strike, what a message this will show to the filthy kuffar.",AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:08 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
the news slory will be huge and brothers over in IS will be very thankful,AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:09 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"you have worked hard akhi, it is time for us to bring down the west in their own land!alhamdulilla!",AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:09 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"ma salaam, I’ll be back in a little bit, take care akhi",AFP Federal Agent as mohamadmo7,,"September 7, 2015 3:10 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"Yes, brother, my Surespot seems to be working now.",AusWitness,,"September 7, 2015 3:47 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:34 PM",Mona
"I hope you can get the flag on time, but it’s okay if you can’t. He might not be able to mail the flag to you in just a few days since I don't think he lives in Australia. Are you still making your
own flag, brother?",AusWitness,,"September 7, 2015 3:48 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:34 PM",Mona
"lndeed, brother. I am so excited that we are finally going to carry this out. We wiII be legendary shaheeds, and the lslamic State mujahideen will honour us as iconic martyrs.","AusWitness, GOLD MONA",,"September 7, 2015 3:49 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:34 PM",Mona
"wilayahks is attacking a firefighter event. US time is about a day behind Austraha time, so we'II attack the synagogues in Australia a little bit  before he attacks Kansas City.",AusWitness,,"September 7, 2015 3:50 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:34 PM",Mona
"I can’t wait for us to enter Jannah together, akhi. This is what we’ve been preparing for our entire lives.  Allah (SWT) will reward us with seats right next to the Prophet (PBUH) in Jannah.",AusWitness,,"September 7, 2015 3:51 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:05 PM","September 13, 2023 12:34 PM",Mona
"excellent akhi, mine was bring buggy but i think it’s all good now! inshallah yeah jihad said he was in the UK so it might take a few days to some, ill respond to him now, but i was trying to get a smaller shahada flag if i cant get it in time then as you said, my words and actions will speak for them self!!",AFP Federal Agent as mohamadmo7,,"September 8, 2015 1:05 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"yes akhi, i agree… the time is coming where we will enter Jannah as shaheeds. i hope we inspire other brothers in australia to act…  ",AFP Federal Agent as mohamadmo7,,"September 8, 2015 1:06 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
"ok akhi, why fire fighter? was that his decision? based on the 9/11 rescuers or something?",AFP Federal Agent as mohamadmo7,,"September 8, 2015 1:06 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 3:32 PM","September 13, 2023 12:34 PM",Mona
